sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"800S2.0D","800 Diam Silencer 2.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"800S2.0DP","800 Diam Silencer 2.0D Podded","FM - DONKIN","R 5,738.00","5738","0","0","0","-5738","0","Yes","Yes"
"800SAP","800mm Diam podded silencer 1400 Long",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"800SC","Screen",,"R 1,092.50","1092.5","0","0","0","-1092.5","0","Yes","Yes"
"800SM1.0D","800 Diam Melinex Silencer 1.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"800SM1.0DP","800 Diam Melinex Silencer 1.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","-16","Yes","Yes"
"800SM1.5D","800 Diam Melinex Silencer 1.5D","FM - DONKIN","R 3,582.00","3582","0","0","0","-3582","1","Yes","Yes"
"800SM1.5DP","800 Diam Melinex Silencer 1.5D Podded","FM - DONKIN","R 4,192.00","4192","0","0","0","-4192","2","Yes","Yes"
"800SM2.0D","800 Diam Melinex Silencer 2.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"800SM2.0DP","800 Diam Melinex Silencer 2.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"800WC","800 Wall Cowl Galvanized",,"R 1,598.00","1598","0","0","0","-1598","2","Yes","Yes"
"8-188","CABTYRE - 4MM X 4C CABTYRE CUT PE",,"R 80.00","80","0","0","0","-80","10","Yes","Yes"
"8220000263","8UFAFCAP - Capacitor",,"R 50.22","50.22","0","0","0","-50.22","12","Yes","Yes"
"830SAP","830mm Diam podded silencer 1400 Long",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"85X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 1210 TAPER 85MM FENNER",,"R 174.26","174.26","0","0","0","-174.26","2","Yes","Yes"
"9.223PM","9.2kW 2P 380V Pad Mount Motor",,"R 0.00","0","7574","8710.1","0","7574","0","Yes","Yes"
"9.243PM","9.2kW 4P 380V Pad Mount Motor","MOTORS","R 7,076.00","7076","7700","8855","8.1","624","1","Yes","Yes"
"90 FR 23.8","90 Motor Frame - 23.8 mm OD Spacer",,"R 30.00","30","0","0","0","-30","25","Yes","Yes"
"9000004","CFD ANALYSIS",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"9000007","EXTENDED WARRANTY",,"R 1,482.96","1482.96","0","0","0","-1482.96","1","Yes","Yes"
"900CF","900 Diam Counter Flange","FM - C/FLANGE","R 403.00","403","0","0","0","-403","4","Yes","Yes"
"900CFUG","900 Diam Counter Flange Ungalvanised","FM - C/FLANGE","R 0.00","0","0","0","0","0","9","Yes","Yes"
"900FB","Filter Box c/w Weather Louvre (Fresh Air)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"900FC","900 Diam Flexible Connection","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900HVJ-2S","900 Diam Vertical Discharge Unit","FM - DONKIN","R 4,053.73","4053.73","8341","9592.15","51.4","4287.27","50","Yes","Yes"
"900HVJ-2SB","900 Diam Vertical Discharge BASE","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900Impeller","Majax-2 900.32.E.8 Spare Impeller",,"R 2,911.14","2911.14","0","0","0","-2911.14","1","Yes","Yes"
"900MBP08","1-0350-240 P08 - 900 Motor Bracket",,"R 0.00","43.84","0","0","0","-43.84","44","Yes","Yes"
"900MF","900 Diam Mounting Feet","FM - M/FEET","R 0.00","23.19","0","0","0","-23.19","4","Yes","Yes"
"900MFUG","900 Diam Mounting Feet Ungalvanized","FM - M/FEET","R 0.00","0","0","0","0","0","15","Yes","Yes"
"900PLT500-3MM","900 Casing Sheet - 2839 x 500 - 3mm","CASING","R 897.00","897","0","0","0","-897","5","Yes","Yes"
"900S1.0D","900 Diam Silencer 1.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900S1.0DP","900 Diam Silencer 1.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900S1.5D","900 Diam Silencer 1.5D","FM - DONKIN","R 4,272.00","4272","0","0","0","-4272","0","Yes","Yes"
"900S1.5DP","900 Diam Silencer 1.5D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"900S2.0D","900 Diam Silencer 2.0D","FM - DONKIN","R 5,099.00","5661.5","0","0","0","-5661.5","2","Yes","Yes"
"900S2.0DP","900 Diam Silencer 2.0D Podded","FM - DONKIN","R 6,224.00","6224","0","0","0","-6224","1","Yes","Yes"
"900SC","Screen",,"R 1,002.78","1002.78","0","0","0","-1002.78","1","Yes","Yes"
"900SM1.0D","900 Diam Melinex Silencer 1.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900SM1.0DP","900 Diam Melinex Silencer 1.0D Podded","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900SM1.5D","900 Diam Melinex Silencer 1.5D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900SM1.5DP","900 Diam Melinex Silencer 1.5D Podded","FM - DONKIN","R 4,804.00","4804","0","0","0","-4804","2","Yes","Yes"
"900SM2.0D","900 Diam Melinex Silencer 2.0D","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"900SM2.0DP","900 Diam Melinex Silencer 2.0D Podded","FM - DONKIN","R 6,224.00","6224","0","0","0","-6224","-5","Yes","Yes"
"90X2SPZ","Pulley Friction Belt V-wedge 2 Groo",,"R 134.30","134.3","0","0","0","-134.3","4","Yes","Yes"
"90X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 1610 TAPER 90MM FENNER",,"R 186.29","186.29","0","0","0","-186.29","2","Yes","Yes"
"950x600x1200","950 x 600 x 1200mm Silencer",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"95X3SPA","PULLEY FRICTION BELT V-WEDGE 3 GROOVE SPA 1610 TAPER 95MM FENNER",,"R 223.66","223.66","0","0","0","-223.66","1","Yes","Yes"
"97-32","PG-16 GLANDS : PG16 POLYMER CABLE GLAND GREY",,"R 5.42","5.42","0","0","0","-5.42","300","Yes","Yes"
"97521","AT 9/7 SC - Single Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"99050-EMB-20-R40","EMBROIDERY R40 R40",,"R 34.78","34.78","0","0","0","-34.78","14","Yes","Yes"
"99050-EMB-22-R50","EMBROIDERY R50 R50","FM - UNIFORM","R 42.38","42.93","0","0","0","-42.93","8","Yes","Yes"
"99521","AT 9/9 SC - Single Unit","FM - NICOTRA","R 0.00","0","0","0","0","0","0","Yes","Yes"
"A)","LDP/400/6/15/B/19mm - 0.75kW 2P",,"R 1,308.00","1308","0","0","0","-1308","3","Yes","Yes"
"A/01","Volume Control Damper & Quad 100mm",,"R 0.00","0","0","0","0","0","-24","Yes","Yes"
"A/02","Fire Damper c/w Link & Quad 100mm",,"R 0.00","0","0","0","0","0","-23","Yes","Yes"
"AA","Volume Control Damper & Quad 100mm",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"ABOVE FANS ARE FOR","ICC BASEMENT PARKING",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"AC AXIAL FAN","130, 220V, FORM V, KL",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"AC COMPACT FAN","119X119X38, 220V, GL, PLUG",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Accounting","Subscription (Accounting)",,"R 7,252.17","7252.17","0","0","0","-7252.17","1","Yes","Yes"
"ADAPTOR-50*110","Stub shaft - Adaptor 50 Dia*110","Stub Shaft","R 750.00","750","0","0","0","-750","4","Yes","Yes"
"Additional Costs","Material Cutting Cost","BENDING/CUTTING","R 0.00","0","0","0","0","0","-6","Yes","Yes"
"ADF-PVT30","PVT 30",,"R 2,560.00","2560","0","0","0","-2560","1","Yes","Yes"
"ADF-PVT30-DUCT","Spiral Flex PVC ducting, 5m Length, 300mm Diameter",,"R 960.00","960","0","0","0","-960","2","Yes","Yes"
"ADRA-","RA 1200(W)*600(H) NS PCW",,"R 183.23","183.23","0","0","0","-183.23","200","Yes","Yes"
"ADSD","SINGLE DEFLECTION GRILLE 625(W)*625(H) OVER FLANGE NATURAL",,"R 776.58","776.58","0","0","0","-776.58","5","Yes","Yes"
"ADWL--","WL 900(W)*600(H) NS NA",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"ADWL.","WEATHER LOUVRE 520(W)*520(H) OPENING SIZE NATURALLY ANOD",,"R 875.34","785.66","0","0","0","-785.66","7","Yes","Yes"
"ADWL..","WEATHER LOUVRE 800(W)*800(H) HS NA",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"AF4.0X4+EWHSL","ALFIX 4.0MM2 4 CORE+E S/LENGHT",,"R 47.06","47.06","0","0","0","-47.06","100","Yes","Yes"
"AIR HOSE 1M","AIR HOSE 8MM","CONSUMABLES","R 30.43","30.43","0","0","0","-30.43","10","Yes","Yes"
"Airfreight -","Dar Es Salaam",,"R 3,716.18","1200.58","0","0","0","-1200.58","9","Yes","Yes"
"Airmax PB","Airmax Poles & Brackets",,"R 112.00","112","0","0","0","-112","100","Yes","Yes"
"Airmax-2.650.W.","Airmax-2.650.W - Wall Fan - 187 Watts - 230/1/50 - Twin Blade - Black (Pull Cord)",,"R 0.00","0","0","0","0","0","-11","Yes","Yes"
"AIRMAX2-500","AIRMAX-2.500 W","FM - DONKIN","R 0.00","0","0","0","0","0","16","Yes","Yes"
"AIRMAX2-500P","AIRMAX-2.500 P","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"AIRMAX2-650","AIRMAX-2.650 W","FM - DONKIN","R 0.00","0","0","0","0","0","8","Yes","Yes"
"AIRMAX2-650P","AIRMAX-2.650 P","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"AIRMAX2-650P.EC","AIRMAX-2.650 P. EC","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"AIRMAX2-650W","AIRMAX-2.650 W.EC","FM - DONKIN","R 0.00","0","0","0","0","0","39","Yes","Yes"
"AIRMAX2-750","AIRMAX-2.750 W","FM - DONKIN","R 0.00","0","0","0","0","0","13","Yes","Yes"
"AIRMAX2-750P","AIRMAX-2.750 P","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"AIRMAX2-750P.EC","AIRMAX-2.750 P.EC","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"AIRMAX2-750W","AIRMAX-2.750 W.EC","FM - DONKIN","R 0.00","0","0","0","0","0","44","Yes","Yes"
"AIRMAX2-850","AIRMAX-2.850 W","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"AIRMAX2-850P","AIRMAX-2.850 P","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"Al Blades","Aluminium Blades","FM - IMPELLER","R 85.00","85","85","97.75","0","0","2060","Yes","Yes"
"Al Blanks","Aluminium Blanks","FM - IMPELLER","R 11.00","11","11","12.65","0","0","205","Yes","Yes"
"Angle S355JR-50x50x5mm","Angle S355JR 50x50x5mm 6Mtr","FABRICATION","R 309.40","309.4","0","0","0","-309.4","1","Yes","Yes"
"Assembly","Building Casing & Impeller",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"AT","3001 ALU FOIL TAPE 48mm X 50m (30 micron)",,"R 80.50","80.5","0","0","0","-80.5","3","Yes","Yes"
"AT 12/9 SC/BD","AT 12/9 SC - Single Unit, Belt drive C/W 4kW 4P 380V FM","FM - NICOTRA","R 2,000.00","2000","0","0","0","-2000","1","Yes","Yes"
"AT12/12","AT12/12 c/w 3kw 4p 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"ATT/01","Attenuator 200x600mm",,"R 813.27","813.27","0","0","0","-813.27","-24","Yes","Yes"
"AVMs-","Anti-Vibration Rubber Mounts",,"R 53.46","53.46","0","0","0","-53.46","-805","Yes","Yes"
"AWSL/1/ 600X600)P/0/P1/","600 X 600",,"R 2,479.00","2479","0","0","0","-2479","1","Yes","Yes"
"AWSL/1/1000X500/OP/0/P1/","1000 X 500","Accessories","R 3,264.00","3264","0","0","0","-3264","2","Yes","Yes"
"AXIP450","TAXIP F300: 450-5-25","FM - KAYITES","R 4,520.64","4520.64","0","0","0","-4520.64","2","Yes","Yes"
"B)","LDP/315/6/10/B/14mm - 0.55kW 2P",,"R 20.00","29.97","0","0","0","-29.97","129","Yes","Yes"
"B/01","Volume Control Damper & Quad 150mm",,"R 0.00","0","0","0","0","0","-9","Yes","Yes"
"B/02","Fire Damper c/w Link & Quad 150mm",,"R 0.00","0","0","0","0","0","-6","Yes","Yes"
"B1000","BCC2 800/1.0D1 BELT DRIVEN C/W 15KW 4P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"B-124-FAN1","HTMV-125-4T/9-40 400/690V.IE3 -60Hz - Roof Top Exhaust Fan",,"R 0.00","0","0","0","0","0","-4","Yes","Yes"
"B-135-FAN1","TORRETTE TR-A 450 T4 2.2KW ATEX Zone 1 - Explosion Proof Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-4","Yes","Yes"
"B-135-FAN2","TORRETTE TR-A 500 T4 3KW ATEX Zone 1 - Explosion Proof Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-135-FAN3","TORRETTE TR-A 400 T4 1.1KW ATEX Zone 1 - Explosion Proof Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"B-135-FAN4","TORRETTE TRK-AR 500 T4 3KW - Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-135-FAN5","TORRETTE TR-A 500 T4 3KW ATEX Zone 1 - Explosion Proof Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"B-135-FAN6","VORTICENT CMS 35/14 T4 4KW - Wall Mountex Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-135-FAN7","VORTICENT CMS 25/10 T4 0.75KW - Wall Mounted Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-135-FAN8","ENKEL QBK 190 EC - Cassette Type Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B3","IA Certification (Imported Equipment). Document Review and IA Certification Transfer Based on ATEX",,"R 3,473.50","3473.5","0","0","0","-3473.5","1","Yes","Yes"
"B-91-FAN1","TORRETTE TR-A 710 T6 4KW ATEX Zone 1 - Explosion Proof Roof Top Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-91-FAN2","HC-63-4T/H/ATEX/2G Ex db 230/400V - 60Hz - Explosion Proof Wall Mounted Centrifugal Exhaust Fan",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"B-91-FAN3","TORRETTE TR-A 500 T4 3KW ATEX Zone 1 - Explosion Proof Roof Top Exhaust Fan",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"B-91-FAN4","HTMV-90-4T-7.5/ATEX/2G Ex db 400/690V - Explosion Proof Roof Top Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-91-FAN5","TORRETTE TRS 310 EC - Roof Top Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-91-FAN6","TORRETTE TRS 250 EC - Roof Top Exhaust Fan",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"B-91-FAN7","Lineo 200 - Inline Exhaust Fan",,"R 490.00","490","0","0","0","-490","1","Yes","Yes"
"BAF100","BAF 100","FM - KAYITES","R 76.65","59.08","0","0","0","-59.08","24","Yes","Yes"
"BAF125","BAF 125","FM - KAYITES","R 95.86","95.86","0","0","0","-95.86","23","Yes","Yes"
"BAF150","BAF 150","FM - KAYITES","R 133.37","137.02","0","0","0","-137.02","45","Yes","Yes"
"Balance Impeller","Impeller Balancing 2.5kg 4p",,"R 704.55","645.02","0","0","0","-645.02","39","Yes","Yes"
"BBC19X10/14T","BANDSAW BIMETAL M42 19x10/14T (2.480x1)",,"R 210.00","210","0","0","0","-210","12.4","Yes","Yes"
"BBC19X10/14T-2","BANDSAW BIMETAL M42 19x10/14T (3.050x1)",,"R 210.00","210","0","0","0","-210","6.1","Yes","Yes"
"BBF19X10/14DOM","BANDSAW BIMETAL M42 19x10/14T (2.480x1)",,"R 210.00","210","0","0","0","-210","4.96","Yes","Yes"
"BBF27X8/12T","BANDSAW BIMETAL M42 8/12T (2.480X1)",,"R 219.14","219.14","0","0","0","-219.14","4.96","Yes","Yes"
"BCC 15","BCC 15/0.75kW arrangement 1A class 2 c/w 4kW 4Pole 525v fan Spped 3057rpm",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"BCC 18/01 Class1 (1A) SISW","4 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 18/01 Class1 (2A) Belt Driven","c/w 5.5 kW 4 Pole 380 V Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 21/0.68SI","c/w 2.2 kW 4 Pole 380 V (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 21/01 Class1 (2A) Belt Driven","c/w 5.5 kW 4 Pole 380V (IP66)",,"R 43,708.00","43708","0","0","0","-43708","-1","Yes","Yes"
"BCC 24/0.93 SI","c/w 4KW 4P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 27/","BCC 27/1.0 c/w 7.5kW 4Pole 380 v",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 30/0.71 SI (ARR 6A)","c/w 15 kW 4 Pole 380 V (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 30/0.75 Class 2 (6A)","c/w 15 kW 4 Pole 380 V Motor (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Bcc 30/1.0 Class 1 (1A) SISW","c/w 4 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 33/0.6SI","c/w 18.5 kW 4 Pole 380 V (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 36/0.81 SI CLASS 3 (A6)","c/w 37 kW 4 Pole 380 V (Direct Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 39","BCC 39/0.99 SISW c/w 75Kw 4P 400V Motor",,"R 212,333.00","212333","0","0","0","-212333","0","Yes","Yes"
"BCC 42/1 Arr2 (Belt driven)","c/w 18.5 kW 4 Pole 380 V Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC 45/1.0 (SISW 1A)","c/w 45kW 4 Pole 525 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC IMP","21-inch BCC Impeller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC12/0.75","c/w 1.1 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC15-J61923","BCC 15/0.75 CL2 Ar 1A c/w 4.0kw 4P 525V - J61923",,"R 53,900.00","53900","68487","78760.05","21.3","14587","2","Yes","Yes"
"BCC-2","560/1.0SISW1 c/w 4kw CLASS2 ARR(6A)T60",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 315/1.0","c/w 1.1 kW 2 Pole 380 V (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 400 1","4A DIDW Belt Driven c/w 3kW 4Pole 380v Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 450/1.0","2A DIDW c/w 5.5 kW 4 Pole 380V","Fan","R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 500/1.0","4A c/w 7.5 kW 4 Pole 380V",,"R 31,900.00","31900","0","0","0","-31900","2","Yes","Yes"
"BCC-2 500/1.0 DI CLASS 2 (2A)","c/w 15 kW 4 Pole 380 V (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 560","c/w 2.2kW 4Pole 380v Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 630/1 DI 4A","c/w 11 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 630/1.0S1 CLASS2 ARR(1A)","C/w 4kw 4pole 380v (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 710/1.0 DI CLASS 2 (2A)","c/w 30 kW 4 Pole 380 V (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 710/1.0 SI 1A","c/w 15 kW 4 Pole 380 V Motor (Belt Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 710/10","BCC-2 710/10 4Arr c/w 11kW 4Pole 380v Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2 800 1.0 DIDW","Arrgt 2-A CL Fan Assembly. L180",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC24/0.64","class 4 Direct Driven c/w 30kw 2P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-24/1.0","BCC-24/1.0 c/w 30KW 4P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BCC-2400","BCC-2 400 DIDW c/w 5.5Kw 4P 380V - J96084",,"R 0.00","0","59265","68154.75","0","59265","0","Yes","Yes"
"BCC27P28350","BCC 27/1.0 SISW AR 6A c/w 3.0Kw 6P 380V",,"R 0.00","0","54385","62542.75","0","54385","1","Yes","Yes"
"BCC36","BCC36/0.8 SI CLASS 4 (1A) c/w 55kw 4Pole 380V (Belt-Driven)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BC-L7ZDW","BC-L7ZDW (BCL720) c/w 3.0kw 4P 380V Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"BD 15/15 T6 (42117)","BD 15/15 T6 2.2kw 2523",,"R 6,923.88","6923.88","0","0","0","-6923.88","3","Yes","Yes"
"BDB-280 CM","BCC DIDW CENTRIFUGAL FAN",,"R 6,267.00","6267","0","0","0","-6267","1","Yes","Yes"
"Bellax 400","Bellax 400 c/w 0.25kW 4Pole 380v Motor",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Bellax 560","Bellax 560 20.D 8 - c/w 1.5kw 4P 220v",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Bellax 630","Bellax 630 20.D 8- c/w1.5kw 4P 220V",,"R 7,868.00","7868","0","0","0","-7868","0","Yes","Yes"
"Bellax 800","Bellax 800 32-E-8 c/w 1.5kW 6Pole Motor",,"R 16,392.00","16392","0","0","0","-16392","1","Yes","Yes"
"Bellax500","Bellax 500 - 20 - C - 8 c/w 2,2KW 2P 220V",,"R 8,453.75","8453.75","0","0","0","-8453.75","0","Yes","Yes"
"Bend System","MULTI BEND SYSTEM 50 R",,"R 9,999.00","9999","0","0","0","-9999","1","Yes","Yes"
"Bending","in house bending",,"R 35.00","5.6","0","0","0","-5.6","1006","Yes","Yes"
"BF","Base Frame - HBC-M 630",,"R 0.00","0","6926","7964.9","0","6926","0","Yes","Yes"
"BF50L1.51HS","Box fan 1250mm LOUV 220v 01.50kW S/S",,"R 6,233.25","3636.07","0","0","0","-3636.07","12","Yes","Yes"
"BP01","PLASTIC BUCKLES 12MM - (1000)",,"R 230.10","230.1","0","0","0","-230.1","1","Yes","Yes"
"C1000X500FM","Casing Size 1000diam x 500Long","CASING","R 0.00","0","0","0","0","0","1","Yes","Yes"
"C315x315","Casing size 315diamx315","FM - CASING","R 0.00","144","0","0","0","-144","13","Yes","Yes"
"C315x315UG","Casing size 315diamx315-Ungalvanised","CASING","R 594.72","594.72","0","0","0","-594.72","6","Yes","Yes"
"C400x400","Casing Size 400diamx400","FM - CASING","R 0.00","225.64","0","0","0","-225.64","11","Yes","Yes"
"C400x400NH","Casing Size 400diamx400-NO HOLES","CASING","R 1,195.00","1195","0","0","0","-1195","12","Yes","Yes"
"C400x400UG","Casing Size 400diamx400-Ungalvanised","CASING","R 849.60","849.6","0","0","0","-849.6","4","Yes","Yes"
"C4324","2.0MX1.5MX3.MM KLINGERSIL C4324",,"R 2,195.15","2195.15","0","0","0","-2195.15","1","Yes","Yes"
"C462x470-B","Casing size 462diamx470 Buffalo","FM - DONKIN","R 0.00","0","0","0","0","0","2","Yes","Yes"
"C462x470UG-B","Casing size 462diamx470 Buffalo-Ungalvanised","FM - DONKIN","R 1,491.01","1491.01","0","0","0","-1491.01","2","Yes","Yes"
"C500x400","Casing Size 500diamx400","FM - CASING","R 0.00","124.5","0","0","0","-124.5","12","Yes","Yes"
"C500x400NH","Casing Size 500diamx400-NO HOLES","CASING","R 1,438.00","1438","0","0","0","-1438","12","Yes","Yes"
"C500x400UG","Casing Size 500diamx400-Ungalvanised","CASING","R 1,019.75","1019.75","0","0","0","-1019.75","6","Yes","Yes"
"C560x400","Casing size 560diamx400","FM - CASING","R 0.00","0","0","0","0","0","8","Yes","Yes"
"C560x400UG","Casing size 560diamx400-Ungalvanised","CASING","R 1,180.84","1180.84","0","0","0","-1180.84","2","Yes","Yes"
"C560x500","Casing size 560diamx500","FM - CASING","R 1,792.00","1792","0","0","0","-1792","1","Yes","Yes"
"C560x500UG","Casing size 560diamx500-Ungalvanised","CASING","R 0.00","0","0","0","0","0","0","Yes","Yes"
"C630x400","Casing Size 630diamx400","FM - CASING","R 0.00","0","0","0","0","0","8","Yes","Yes"
"C630x400UG","Casing Size 630diamx400-Ungalvanised","CASING","R 1,402.45","1402.45","0","0","0","-1402.45","4","Yes","Yes"
"C710x400","Casing Size 710diamx400","FM - CASING","R 0.00","0","0","0","0","0","10","Yes","Yes"
"C710x400UG","Casing Size 710diamx400-Ungalvanised","CASING","R 1,505.57","1505.57","0","0","0","-1505.57","4","Yes","Yes"
"C800x400","Casing Size 800diamx400","FM - CASING","R 0.00","0","0","0","0","0","11","Yes","Yes"
"C800x400UG","Casing Size 800diamx400-Ungalvanised","CASING","R 2,044.20","2044.2","0","0","0","-2044.2","4","Yes","Yes"
"C800x500","Casing Size 800diamx500","FM - CASING","R 0.00","1095","0","0","0","-1095","3","Yes","Yes"
"C800x500FM","Casing Size 800diamx500 Foot Mount","CASING","R 0.00","0","0","0","0","0","2","Yes","Yes"
"C900x500","Casing Size 900diamx500","FM - CASING","R 0.00","0","0","0","0","0","2","Yes","Yes"
"C965x740","Casing Size 965diam x 740Long","CASING","R 0.00","0","0","0","0","0","2","Yes","Yes"
"CA/Line/EC","31 50/60HZ",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"CA4","CA4V - 1' 1/4","FM - FPZ","R 0.00","0","0","0","0","0","7","Yes","Yes"
"CA5","CA5V - 1' 1/2","FM - FPZ","R 0.00","0","0","0","0","0","19","Yes","Yes"
"CA6","CA6V - 2'","FM - FPZ","R 611.41","604.23","0","0","0","-604.23","11","Yes","Yes"
"CA8","CA8 - 3'","FM - FPZ","R 1,171.87","0","0","0","0","0","4","Yes","Yes"
"CA9","CA9- 4'","FM - FPZ","R 1,865.76","1243.84","0","0","0","-1243.84","2","Yes","Yes"
"Callout","Callout","FM - MACHINERY","R 850.00","566.67","0","0","0","-566.67","3","Yes","Yes"
