Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
28/01/2025,INV3529,Tax Invoice,DHD Construction & Projects,-1.00
31/01/2025,SIV2792,Supplier Invoice,Vortice Elettrosociali SpA,12.00
07/03/2025,INV3622,Tax Invoice,Prospec Engineering,-7.00
26/03/2025,INV3660,Tax Invoice,WAGNER SYSTEMS (PTY) LTD,-4.00
30/04/2025,INV3716,Tax Invoice,SJ Global Construction,-14.00
13/05/2025,SIV3039,Supplier Invoice,Vortice Elettrosociali SpA,16.00
04/07/2025,INV3842,Tax Invoice,Vosdor 015 CC,-1.00
21/07/2025,INV3882,Tax Invoice,SJ Global Construction,-2.00
22/07/2025,INV3884,Tax Invoice,Luft Industries Natal (Pty) Ltd,-10.00
29/07/2025,SIV3437,Supplier Invoice,Vortice Elettrosociali SpA,28.00
06/08/2025,INV3919,Tax Invoice,Howden Power a Div of Howden Africa (Pty) LTD,-6.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
01/09/2025,INV3923,Tax Invoice,Superbond Construction,-1.00
10/09/2025,SIV3359,Supplier Invoice,Vortice Elettrosociali SpA,16.00
03/02/2026,INV4364,Tax Invoice,Hucra Fans,-1.00
16/02/2026,INV4394,Tax Invoice,Xtreme Air Control (Pty) Ltd,-1.00
07/04/2026,INV4529,Tax Invoice,JOEL MARK,-1.00
30/04/2026,INV4578,Tax Invoice,B & D Aircon and Ventilation (Pty) Ltd,-1.00
Total for Item:,12612 - V 150/6 AR,,,40.00
12613 - V 150/6 ARI
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
24/08/2023,INV2406,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-2.00
08/09/2023,,Adjustment,,36.00
11/10/2023,INV2525,Tax Invoice,Hucra Fans,-1.00
05/03/2024,INV2868,Tax Invoice,Hucra Fans,-4.00
06/11/2024,INV3396,Tax Invoice,Pontius Trading 28 (PTY) LTD t/a Airstream Contracts,-2.00
31/01/2025,SIV2792,Supplier Invoice,Vortice Elettrosociali SpA,20.00
09/06/2025,INV3791,Tax Invoice,Luft Industries Natal (Pty) Ltd,-1.00
21/01/2026,INV4326,Tax Invoice,Luft Industries Natal (Pty) Ltd,-2.00
Total for Item:,12613 - V 150/6 ARI,,,40.00
12615 - V 150/6 AR LL S
26/05/2023,INV2201,Tax Invoice,Hucra Fans,-2.00
26/05/2023,INV2202,Tax Invoice,Hucra Fans,-1.00
21/06/2023,INV2243,Tax Invoice,Hucra Fans,-2.00
30/08/2023,INV2423,Tax Invoice,Hucra Fans,-2.00
08/09/2023,,Adjustment,,20.00
11/10/2023,INV2519,Tax Invoice,Hucra Fans,-1.00
22/11/2023,INV2650,Tax Invoice,Hucra Fans,-1.00
04/12/2023,SIV2076,Supplier Invoice,Vortice Elettrosociali SpA,20.00
16/02/2024,INV2830,Tax Invoice,Hucra Fans,-1.00
09/10/2024,INV3322,Tax Invoice,Hucra Fans,-6.00
18/10/2024,INV3348,Tax Invoice,Hucra Fans,-8.00
22/10/2024,INV3360,Tax Invoice,Hucra Fans,-1.00
08/11/2024,INV3406,Tax Invoice,Hucra Fans,-1.00
12/11/2024,INV3411,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
31/01/2025,SIV2792,Supplier Invoice,Vortice Elettrosociali SpA,20.00
20/03/2025,INV3649,Tax Invoice,Hucra Fans,-3.00
28/03/2025,INV3664,Tax Invoice,Hucra Fans,-1.00
23/06/2025,SIV3137,Supplier Invoice,Vortice Elettrosociali SpA,68.00
08/07/2025,INV3850,Tax Invoice,Axton Matrix Construction,-22.00
08/07/2025,INV3851,Tax Invoice,Axton Matrix Construction,-12.00
08/07/2025,INV3852,Tax Invoice,Axton Matrix Construction,-24.00
20/08/2025,INV3951,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-5.00
03/10/2025,SIV3627,Supplier Invoice,Vortice Elettrosociali SpA,12.00
20/02/2026,INV4412,Tax Invoice,Hucra Fans,-1.00
31/03/2026,INV4523,Tax Invoice,Hucra Fans,-1.00
17/04/2026,INV4550,Tax Invoice,Hucra Fans,-1.00
Total for Item:,12615 - V 150/6 AR LL S,,,43.00
12616 - V 150/6 ARI LL S
08/09/2023,,Adjustment,,16.00
20/11/2024,INV3426,Tax Invoice,"Bidvest - Manutencao E Servicos, Lda",-1.00
20/11/2024,INV3426,Tax Invoice,"Bidvest - Manutencao E Servicos, Lda",-1.00
26/11/2024,INV3446,Tax Invoice,Hucra Fans,-1.00
10/04/2025,INV3684,Tax Invoice,Kwangwane contracting and trading,-7.00
Total for Item:,12616 - V 150/6 ARI LL S,,,6.00
1270510 - CUADRO MANDOS BOX SMART
18/07/2024,Opening Balance,Opening Balance,,13.00
Total for Item:,1270510 - CUADRO MANDOS BOX SMART,,,13.00
1273007 - THT/IMP-C-REV-63-2T-20-F-400 IE3
19/09/2023,Opening Balance,Opening Balance,,10.00
Total for Item:,1273007 - THT/IMP-C-REV-63-2T-20-F-400 IE3,,,10.00
12740 - 30/12 ARI
08/09/2023,Opening Balance,Opening Balance,,1.00
Total for Item:,12740 - 30/12 ARI,,,1.00
1280298 - DAMPER BOX SMART 71/80
18/07/2024,Opening Balance,Opening Balance,,13.00
Total for Item:,1280298 - DAMPER BOX SMART 71/80,,,13.00
12943 - CR5 Speed Controller
08/09/2023,,Adjustment,,17.00
12/09/2023,INV2456,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-3.00
06/11/2024,INV3396,Tax Invoice,Pontius Trading 28 (PTY) LTD t/a Airstream Contracts,-2.00
08/11/2024,INV3404,Tax Invoice,Hucra Fans,-1.00
07/04/2026,INV4529,Tax Invoice,JOEL MARK,-1.00
10/04/2026,INV4535,Tax Invoice,JOEL MARK,-1.00
Total for Item:,12943 - CR5 Speed Controller,,,9.00
129521 - AT 12/9 SC - Single Unit
07/07/2023,INV2273,Tax Invoice,Hucra Fans,-2.00
07/09/2023,,Adjustment,,13.00
05/12/2025,INV4271,Tax Invoice,Dueltron (Pty) Ltd,-1.00
09/02/2026,INV4370,Tax Invoice,Dueltron (Pty) Ltd,-1.00
Total for Item:,129521 - AT 12/9 SC - Single Unit,,,9.00
12966 - C1.5 Speed Controller (to suit Lineo 100 to 200)
08/09/2023,,Adjustment,,36.00
26/01/2024,INV2778,Tax Invoice,Hucra Fans,-5.00
25/07/2024,INV3173,Tax Invoice,Hucra Fans,-5.00
08/11/2024,INV3405,Tax Invoice,Hucra Fans,-5.00
07/01/2025,INV3494,Tax Invoice,Hucra Fans,-10.00
25/02/2025,INV3596,Tax Invoice,OLOT Engineering,-1.00
15/07/2025,INV3871,Tax Invoice,Hucra Fans,-7.00
29/07/2025,SIV3437,Supplier Invoice,Vortice Elettrosociali SpA,30.00
01/10/2025,INV4053,Tax Invoice,Hucra Fans,-5.00
03/10/2025,INV4064,Tax Invoice,Hucra Fans,-5.00
19/01/2026,INV4320,Tax Invoice,Sarel Pretorius,-1.00
27/02/2026,INV4430,Tax Invoice,Airetronic Maintenance & Sales (Pty) Ltd,-1.00
31/03/2026,INV4522,Tax Invoice,GMN Trading Enterprise,-1.00
Total for Item:,12966 - C1.5 Speed Controller (to suit Lineo 100 to 200),,,20.00
12967 - C2.5 Speed Controller (to suit Lineo 250 to 315)
19/05/2023,INV2183,Tax Invoice,Jaft Aircon Services (Pty) Ltd,-1.00
27/07/2023,INV2335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
08/09/2023,,Adjustment,,36.00
24/11/2023,INV2658,Tax Invoice,Ampair (Pty) Ltd,-1.00
24/05/2024,INV3033,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
28/06/2024,INV3108,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-2.00
19/07/2024,INV3158,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
20/08/2024,INV3222,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
11/12/2024,INV3482,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
25/02/2025,INV3596,Tax Invoice,OLOT Engineering,-4.00
13/06/2025,INV3800,Tax Invoice,Hucra Fans,-1.00
18/11/2025,INV4216,Tax Invoice,Hucra Fans,-1.00
21/11/2025,INV4234,Tax Invoice,Hucra Fans,-1.00
21/11/2025,INV4235,Tax Invoice,Hucra Fans,-1.00
15/12/2025,INV4298,Tax Invoice,Macnab's Refrigeration,-1.00
13/04/2026,INV4541,Tax Invoice,INVESTER Amalgam Pty Ltd,-1.00
Total for Item:,12967 - C2.5 Speed Controller (to suit Lineo 250 to 315),,,17.00
12994 - PIR
08/09/2023,Opening Balance,Opening Balance,,8.00
Total for Item:,12994 - PIR,,,8.00
12998 - PIR Sensor
13/05/2023,Opening Balance,Opening Balance,,33.00
14/12/2023,INV2727,Tax Invoice,HVAC Maintenance (Pty) Ltd,-1.00
15/07/2025,INV3868,Tax Invoice,Howden Power a Div of Howden Africa (Pty) LTD,-6.00
06/08/2025,CRN1062,Credit Note,Howden Power a Div of Howden Africa (Pty) LTD,6.00
Total for Item:,12998 - PIR Sensor,,,32.00
13001 - KIT TE 150/6 Roof Mounting
05/10/2023,,Adjustment,,5.00
22/10/2024,INV3360,Tax Invoice,Hucra Fans,-1.00
Total for Item:,13001 - KIT TE 150/6 Roof Mounting,,,4.00
13002 - KIT TE 230/9 Roof Mounting
24/11/2022,Opening Balance,Opening Balance,,20.00
08/09/2023,,Adjustment,,-13.00
05/10/2023,,Adjustment,,13.00
Total for Item:,13002 - KIT TE 230/9 Roof Mounting,,,20.00
13028 - KIT TC 230/9
24/11/2022,Opening Balance,Opening Balance,,20.00
20/12/2022,SIV1537,Supplier Invoice,Vortice Elettrosociali SpA,14.00
08/09/2023,,Adjustment,,-20.00
Total for Item:,13028 - KIT TC 230/9,,,14.00
13-11 - CABTYRE - 6MM X 6 LUGS 10PKT
16/07/2025,SIV3293,Supplier Invoice,Alpha Electrical,8.00
Total for Item:,13-11 - CABTYRE - 6MM X 6 LUGS 10PKT,,,8.00
13-12 - CABTYRE - 6MM X 8 LUGS 10PKT
16/07/2025,SIV3293,Supplier Invoice,Alpha Electrical,8.00
Total for Item:,13-12 - CABTYRE - 6MM X 8 LUGS 10PKT,,,8.00
132B0100 - OPT MICRO LCP DISPLAY W/O POTENTIOM
15/02/2024,SIV2197,Supplier Invoice,Bearing Man Group,1.00
Total for Item:,132B0100 - OPT MICRO LCP DISPLAY W/O POTENTIOM,,,1.00
1353233 - KIT BOXSMART-7100 - 230V. -1D
18/07/2024,Opening Balance,Opening Balance,,13.00
Total for Item:,1353233 - KIT BOXSMART-7100 - 230V. -1D,,,13.00
1353244 - KIT BOXSMART-7100 - 230V. -2D
18/07/2024,Opening Balance,Opening Balance,,13.00
Total for Item:,1353244 - KIT BOXSMART-7100 - 230V. -2D,,,13.00
1373000218 - MOTORE GM-63A4 B143F TC10 - TIRACAMINO MOTOR
04/12/2023,SIV2076,Supplier Invoice,Vortice Elettrosociali SpA,10.00
05/12/2023,INV2687,Tax Invoice,Hucra Fans,-10.00
09/07/2024,SIV2360,Supplier Invoice,Vortice Elettrosociali SpA,10.00
31/01/2025,SIV2792,Supplier Invoice,Vortice Elettrosociali SpA,10.00
13/05/2025,SIV3039,Supplier Invoice,Vortice Elettrosociali SpA,5.00
15/07/2025,INV3871,Tax Invoice,Hucra Fans,-4.00
29/07/2025,SIV3437,Supplier Invoice,Vortice Elettrosociali SpA,20.00
01/10/2025,INV4053,Tax Invoice,Hucra Fans,-10.00
03/10/2025,INV4064,Tax Invoice,Hucra Fans,-10.00
10/11/2025,SIV3579,Supplier Invoice,Vortice Elettrosociali SpA,3.00
Total for Item:,1373000218 - MOTORE GM-63A4 B143F TC10 - TIRACAMINO MOTOR,,,24.00
13mm X 8mm - A 2100
12/05/2025,SIV3043,Supplier Invoice,Bluetech Fans (Pty) Ltd,10.00
Total for Item:,13mm X 8mm - A 2100,,,10.00
15000 - Tiracamino Chimney Fan for Chimney Tops
07/06/2023,INV2222,Tax Invoice,Home Fires TVL (PTY) LTD,-1.00
09/06/2023,INV2221,Tax Invoice,Hucra Fans,-3.00
23/06/2023,INV2246,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
26/06/2023,INV2247,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
28/06/2023,INV2259,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
13/07/2023,INV2290,Tax Invoice,Carmeco Industries (PTY) LTD,-1.00
16/08/2023,INV2370,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
16/08/2023,INV2372,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
16/08/2023,INV2374,Tax Invoice,Hucra Fans,-1.00
16/08/2023,INV2375,Tax Invoice,Hucra Fans,-1.00
16/08/2023,INV2376,Tax Invoice,Hucra Fans,-2.00
17/08/2023,INV2379,Tax Invoice,DR. PJ Van Niekerk,-1.00
21/08/2023,INV2386,Tax Invoice,Premium Kitchens,-1.00
08/09/2023,,Adjustment,,29.00
21/09/2023,SIV1942,Supplier Invoice,Vortice Elettrosociali SpA,25.00
30/10/2023,INV2579,Tax Invoice,Premium Kitchens,-1.00
03/11/2023,INV2593,Tax Invoice,Hucra Fans,-2.00
07/11/2023,INV2599,Tax Invoice,Hucra Fans,-1.00
24/11/2023,INV2661,Tax Invoice,Hucra Fans,-2.00
27/11/2023,INV2666,Tax Invoice,Sky Shot Yesondlo (Pty) Ltd,-2.00
27/11/2023,INV2668,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
30/11/2023,INV2678,Tax Invoice,Luft Industries Natal (Pty) Ltd,-2.00
30/11/2023,INV2681,Tax Invoice,Hucra Fans,-1.00
07/12/2023,INV2697,Tax Invoice,Katleho Air Conditioning (Pty) Ltd,-1.00
07/12/2023,INV2698,Tax Invoice,Hucra Fans,-2.00
14/12/2023,INV2726,Tax Invoice,Hucra Fans,-2.00
10/01/2024,INV2743,Tax Invoice,CDH Accounting Proprietary Limited,-1.00
26/01/2024,INV2778,Tax Invoice,Hucra Fans,-2.00
14/02/2024,INV2822,Tax Invoice,Air Speration (Pty) Ltd,-1.00
16/02/2024,INV2832,Tax Invoice,Hucra Fans,-4.00
08/03/2024,INV2880,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
12/03/2024,INV2885,Tax Invoice,Hucra Fans,-1.00
25/03/2024,INV2919,Tax Invoice,Womelka Electrical,-1.00
26/04/2024,INV2985,Tax Invoice,Hucra Fans,-5.00
03/05/2024,INV2998,Tax Invoice,Hucra Fans,-3.00
10/05/2024,INV3007,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
08/07/2024,INV3125,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-3.00
08/07/2024,INV3126,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
08/07/2024,INV3127,Tax Invoice,Hucra Fans,-1.00
09/07/2024,SIV2361,Supplier Invoice,Vortice Elettrosociali SpA,25.00
16/07/2024,INV3148,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
19/07/2024,INV3159,Tax Invoice,Hucra Fans,-2.00
19/07/2024,SIV2394,Supplier Invoice,Vortice Elettrosociali SpA,30.00
23/07/2024,INV3162,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
26/07/2024,INV3179,Tax Invoice,C-Line Trading,-1.00
21/08/2024,INV3225,Tax Invoice,Rainbow Industrial Extractors,-1.00
01/10/2024,INV3301,Tax Invoice,Hucra Fans,-1.00
01/10/2024,INV3302,Tax Invoice,Hucra Fans,-5.00
04/10/2024,INV3310,Tax Invoice,Hucra Fans,-2.00
10/10/2024,INV3324,Tax Invoice,AF Fans,-2.00
14/10/2024,INV3334,Tax Invoice,Hucra Fans,-3.00
18/10/2024,INV3349,Tax Invoice,Hucra Fans,-2.00
23/10/2024,INV3363,Tax Invoice,Hucra Fans,-1.00
06/11/2024,INV3394,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
07/11/2024,INV3400,Tax Invoice,BAY SOLAR,-1.00
15/11/2024,INV3421,Tax Invoice,Hucra Fans,-3.00
18/11/2024,INV3424,Tax Invoice,AF Fans,-1.00
22/11/2024,INV3440,Tax Invoice,Hucra Fans,-3.00
04/12/2024,INV3465,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
14/01/2025,INV3500,Tax Invoice,Hucra Fans,-5.00
31/01/2025,SIV2792,Supplier Invoice,Vortice Elettrosociali SpA,20.00
21/02/2025,INV3587,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
26/02/2025,INV3602,Tax Invoice,AF Fans,-1.00
20/03/2025,INV3646,Tax Invoice,Hucra Fans,-3.00
10/04/2025,INV3685,Tax Invoice,Stephen Richard,-1.00
11/04/2025,INV3689,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-2.00
17/04/2025,INV3704,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-2.00
07/05/2025,INV3725,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
13/05/2025,INV3744,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-2.00
19/05/2025,INV3757,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
30/05/2025,INV3772,Tax Invoice,Hucra Fans,-2.00
30/06/2025,INV3832,Tax Invoice,Air Speration (Pty) Ltd,-1.00
04/07/2025,INV3846,Tax Invoice,Hucra Fans,-3.00
17/07/2025,INV3876,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
01/08/2025,INV3913,Tax Invoice,INVESTER Amalgam Pty Ltd,-1.00
04/08/2025,INV3915,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
22/08/2025,INV3955,Tax Invoice,Hucra Fans,-1.00
02/09/2025,INV3978,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
23/09/2025,INV4031,Tax Invoice,ECS Deep Clean Industries,-1.00
23/09/2025,INV4037,Tax Invoice,Air Speration (Pty) Ltd,-1.00
23/09/2025,INV4039,Tax Invoice,Hucra Fans,-1.00
02/10/2025,INV4058,Tax Invoice,Singita Management Company (Pty) Ltd.,-1.00
03/10/2025,INV4064,Tax Invoice,Hucra Fans,-1.00
03/10/2025,SIV3627,Supplier Invoice,Vortice Elettrosociali SpA,20.00
10/11/2025,SIV3579,Supplier Invoice,Vortice Elettrosociali SpA,6.00
13/11/2025,SIV3609,Supplier Invoice,Vortice Elettrosociali SpA,12.00
19/11/2025,INV4222,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-4.00
19/11/2025,INV4227,Tax Invoice,Air Speration (Pty) Ltd,-2.00
28/11/2025,INV4257,Tax Invoice,Hucra Fans,-2.00
28/11/2025,INV4258,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
28/11/2025,INV4259,Tax Invoice,ECS Deep Clean Industries,-1.00
02/12/2025,INV4264,Tax Invoice,Crioni,-1.00
19/01/2026,INV4323,Tax Invoice,Cape Gannet Properties,-1.00
20/01/2026,INV4325,Tax Invoice,Hucra Fans,-2.00
30/01/2026,INV4353,Tax Invoice,Singita Management Company (Pty) Ltd.,-1.00
30/01/2026,INV4355,Tax Invoice,Crioni,-1.00
02/02/2026,INV4359,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-2.00
03/02/2026,INV4360,Tax Invoice,Singita Management Company (Pty) Ltd.,-2.00
04/02/2026,INV4365,Tax Invoice,Systemair (Pty) Ltd,-1.00
13/02/2026,INV4388,Tax Invoice,Hucra Fans,-2.00
02/03/2026,INV4432,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
03/03/2026,INV4436,Tax Invoice,Hucra Fans,-1.00
10/03/2026,INV4455,Tax Invoice,Singita Management Company (Pty) Ltd.,-2.00
11/03/2026,INV4463,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
18/03/2026,INV4485,Tax Invoice,Midstone Engineering (Pty) Ltd t/a Midair Air Conditioning Control & Ventilation Supplies,-1.00
10/04/2026,INV4537,Tax Invoice,Hucra Fans,-1.00
23/04/2026,INV4566,Tax Invoice,Shoprite Checkers (Pty) Ltd,-1.00
28/04/2026,INV4569,Tax Invoice,ELECT ACCOUNTING (Pty) Ltd,-1.00
28/04/2026,INV4571,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
Total for Item:,15000 - Tiracamino Chimney Fan for Chimney Tops,,,9.00
1500W - TERAL 17.5KG
12/02/2026,SIV3726,Supplier Invoice,INTROWELD CC,1.00
12/02/2026,SIV3816,Supplier Invoice,INTROWELD CC,1.00
23/02/2026,SIV3751,Supplier Invoice,INTROWELD CC,2.00
10/03/2026,SIV3903,Supplier Invoice,INTROWELD CC,2.00
Total for Item:,1500W - TERAL 17.5KG,,,6.00
1501 - ARCAL SPEED 50L CYLINDER 17.5KG
20/03/2026,SIV3833,Supplier Invoice,INTROWELD CC,2.00
Total for Item:,1501 - ARCAL SPEED 50L CYLINDER 17.5KG,,,2.00
1502479 - HTMH-71-4T-4 220/380V. 60Hz IE3
16/01/2024,SIV2136,Supplier Invoice,SODECA,16.00
18/01/2024,SIV2137,Supplier Invoice,SODECA,4.00
Total for Item:,1502479 - HTMH-71-4T-4 220/380V. 60Hz IE3,,,20.00
1503633 - CA/LINE/EC-31 50/60Hz.
06/03/2026,SIV3834,Supplier Invoice,SODECA,1.00
Total for Item:,1503633 - CA/LINE/EC-31 50/60Hz.,,,1.00
150T600 - 150 Diam Tube Silencer 600L
14/06/2023,SIV1764,Supplier Invoice,Attenu-Tec,22.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-6.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-6.00
20/06/2023,INV2240,Tax Invoice,Gree Products SA (Pty) Ltd,-4.00
20/06/2023,SIV1775,Supplier Invoice,Attenu-Tec,10.00
15/09/2023,INV2463,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-2.00
19/09/2023,SIV1939,Supplier Invoice,Attenu-Tec,2.00
16/11/2023,INV2621,Tax Invoice,Nado Technical Services & Industrial Supplies,-2.00
16/11/2023,INV2623,Tax Invoice,D-Teq Air (Pty) Ltd,-2.00
27/11/2023,INV2664,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-2.00
11/01/2024,INV2747,Tax Invoice,ADC Engineers,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-2.00
11/03/2024,INV2883,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-4.00
26/03/2024,INV2921,Tax Invoice,First Cool cc,-2.00
03/04/2024,INV2937,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
09/04/2024,SIV2247,Supplier Invoice,Attenu-Tec,10.00
10/06/2024,INV3068,Tax Invoice,Matla Solution Group,-1.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-2.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-1.00
19/07/2024,INV3154,Tax Invoice,Prospec Engineering,-1.00
30/08/2024,INV3241,Tax Invoice,Butec,-2.00
06/09/2024,INV3261,Tax Invoice,Prospec Engineering,-3.00
16/09/2024,SIV2533,Supplier Invoice,Attenu-Tec,10.00
10/10/2024,INV3323,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
17/10/2024,SIV2606,Supplier Invoice,Attenu-Tec,6.00
18/10/2024,INV3292,Tax Invoice,Buildiq Ltd,-2.00
23/10/2024,INV3361,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
23/10/2024,INV3362,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
11/11/2024,SIV2662,Supplier Invoice,Attenu-Tec,3.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
09/12/2024,SIV2727,Supplier Invoice,Attenu-Tec,10.00
15/01/2025,INV4302,Tax Invoice,Powerchoice Group,-2.00
15/01/2025,INV4302,Tax Invoice,Powerchoice Group,-2.00
15/01/2025,INV4302,Tax Invoice,Powerchoice Group,-2.00
15/01/2025,INV4302,Tax Invoice,Powerchoice Group,-2.00
17/01/2025,INV3508,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
20/01/2025,SIV2772,Supplier Invoice,Attenu-Tec,8.00
11/02/2025,SIV2818,Supplier Invoice,Attenu-Tec,18.00
13/02/2025,INV3565,Tax Invoice,Breezeair Technical Services,-24.00
05/03/2025,INV3616,Tax Invoice,YOUR TRADE 177 CC t/a J.B Refrigeration,-2.00
20/03/2025,INV3645,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
09/04/2025,SIV2966,Supplier Invoice,Attenu-Tec,10.00
14/07/2025,INV3867,Tax Invoice,Matla Solution Group,-1.00
13/08/2025,SIV3298,Supplier Invoice,Attenu-Tec,7.00
22/08/2025,INV3959,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
