Code,Description,Type,Category,Supplier,On Hand,Demand,Min,On Order,Lead,Status,   Avg Cost   , Total ,
450HVJ-2S,450 Diam Vertical Discharge Unit,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450HVJ-2SB,450 Diam Vertical Discharge BASE,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450MF,450 Diam Mounting Feet,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S1.0D,450 Diam Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S1.0DP,450 Diam Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S1.5D,450 Diam Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S1.5DP,450 Diam Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S2.0D,450 Diam Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450S2.0DP,450 Diam Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM1.0D,450 Diam Melinex Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM1.0DP,450 Diam Melinex Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM1.5D,450 Diam Melinex Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM1.5DP,450 Diam Melinex Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM2.0D,450 Diam Melinex Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
450SM2.0DP,450 Diam Melinex Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
46000,PRA GLAND FLP Exde BRASS CPR N0S M20,,,,0,,,0,,, R196.30 , R1 570.40 ,
463PM,4kW 6P 380V Pad Mount Motor,,,,0,,,0,,,   R                         -    ,   R                             -    ,
480CF,Counter Flanges,,,,0,,,0,,,   R                         -    ,   R                             -    ,
480MF,Mounting Feet,,,,0,,,0,,,   R                         -    ,   R                             -    ,
49111090,CATALOGO,,,,0,,,0,,, R453.03 , R453.03 ,
4mm Grub Screw,4mm Grub Screw,,,,1,,,0,,, R0.60 , R6.00 ,
4mm plt,1000 Flanges Special request,,,,0,,,0,,, R1 800.00 , R1 800.00 ,
5.523FM,5.5KW 2P 400V FOOT MOUNT MOTOR,,,,0,,,0,,, R4 393.13 , R13 179.39 ,
5.523PM,5.5 kW 2P 380V Pad Mount Motor,,,,0,,,0,,, R5 386.44 , R26 932.20 ,
5.543PM,5.5kW 4P 380V Pad Mount Motor,,,,0,,,0,,, R4 913.09 , R54 043.99 ,
5.563PM,5.5kW 6P 380V Pad Mount Motor,,,,0,,,0,,,   R                         -    ,   R                             -    ,
50 duct,500mm 5meter,,,,0,,,0,,,   R                         -    ,   R                             -    ,
500 SC,500 Diam Side Screen (HOT DEEP GALV),,,,0,,,0,,, R281.00 , R2 248.00 ,
500/560WC,500/560 Wall Cowl,,,,18,,,10,,, R890.00 ,   R                             -    ,
500220VSD,520kW 220V VSD,,,,0,,,0,,, R8 000.00 ,   R                             -    ,
500BS,Bird Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
500C400,500 Casing x 400mm Long - DO NOT DRILL MOTOR AND BRACKET HOLES,,FM - CFW FANS,,0,,,0,,, R1 438.00 , R17 256.00 ,
500CF,500 Diam Counter Flange,,FM - DONKIN,,0,,,0,,, R100.00 , R2 900.00 ,
500FC,500 Diam Flexible Connection,,FM - DONKIN,,0,,,0,,, R537.57 , R8 601.12 ,
500HVJ-2S,500 Diam Vertical Discharge Unit,,FM - DONKIN,,104,,,24,,, R1 025.00 ,   R                             -    ,
500HVJ-2SB,500 Diam Vertical Discharge BASE,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500IM,Spare Impeller,,,,0,,,0,,, R1 630.00 , R4 890.00 ,
500MBP03,1-0350-240 P03 - 500 Motor Bracket,,,,0,,,0,,, R44.56 , R5 881.92 ,
500MF,500 Diam Mounting Feet,,FM - DONKIN,,0,,,0,,, R60.05 ,   R                             -    ,
500mm Zinc -,Zinc Filter Clips,,,,0,,,0,,, R62.00 , R2 976.00 ,
500mm Zinz -,Zinc Filter Clips,,,,7,,,4,,,   R                         -    ,   R                             -    ,
500S1.0D,500 Diam Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500S1.0DP,500 Diam Silencer 1.0D Podded,,FM - DONKIN,,7,,,0,,, R1 575.00 ,   R                             -    ,
500S1.5D,500 Diam Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500S1.5DP,500 Diam Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,, R1 998.02 , R11 988.12 ,
500S2.0D,500 Diam Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500S2.0DP,500 Diam Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,, R2 608.00 , R13 040.00 ,
500SC-,Screen,,,,0,,,0,,, R309.00 ,   R                             -    ,
500SM1.0D,500 Diam Melinex Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500SM1.0DP,500 Diam Melinex Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500SM1.5D,500 Diam Melinex Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500SM1.5DP,500 Diam Melinex Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,, R1 819.00 ,   R                             -    ,
500SM2.0D,500 Diam Melinex Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
500SM2.0DP,500 Diam Melinex Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,, R2 472.00 , R4 944.00 ,
502203527,MBP 35 2T c/w 2.2Kw 2880rpm 380V Motor,,,,0,,,0,,,   R                         -    ,   R                             -    ,
51070,PRA REDUCER FLP Ex d/e 32M-25F,,,,5,,,18,,, R124.88 , R499.52 ,
560 20.D.8,Spare Impeller,,,,0,,,0,,, R1 751.25 , R1 751.25 ,
560 FB,Filter Box,,,,0,,,0,,,   R                         -    ,   R                             -    ,
560/150/10 SI,Spare Impeller (560mm 'B' 150A10AR 19mm 080Frame Deg 21 DEG - FM3181),,,,0,,,0,,, R1 766.25 , R1 766.25 ,
560CF,560 Diam Counter Flange,,FM - DONKIN,,0,,,0,,, R183.00 ,   R                             -    ,
560DC,Discharge Cowl,,,,0,,,0,,,   R                         -    ,   R                             -    ,
560FC,560 Diam Flexible Connection,,FM - DONKIN,,0,,,0,,, R733.00 ,   R                             -    ,
560HVJ-2S,560 Diam Vertical Discharge Unit,,FM - DONKIN,,0,,,0,,, R1 201.86 , R8 413.02 ,
560HVJ-2SB,560 Diam Vertical Discharge BASE,,FM - DONKIN,,67,,,0,,,   R                         -    ,   R                             -    ,
560IMP,"Impeller 560/250/14 Aluminum - 20 deg pitch, Form B, 24mm Bore",,,,0,,,0,,, R2 428.00 , R4 856.00 ,
560LS,Louvre Shutter,,,,0,,,0,,,   R                         -    ,   R                             -    ,
560MBP04,1-0350-240 P04 - 560 Motor Bracket,,,,0,,,0,,, R46.13 , R6 642.72 ,
560MF,560 Diam Mounting Feet,,FM - DONKIN,,8,,,0,,, R202.00 ,   R                             -    ,
560S1.0D,560 Diam Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560S1.0DP,560 Diam Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560S1.5D,560 Diam Silencer 1.5D,,FM - DONKIN,,0,,,0,,, R2 352.00 , R4 704.00 ,
560S1.5DP,560 Diam Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,, R2 617.00 ,   R                             -    ,
560S2.0D,560 Diam Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560S2.0DP,560 Diam Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,, R3 263.25 , R6 526.50 ,
560SC,Screen,,,,0,,,0,,, R386.00 , R3 474.00 ,
560SM1.0D,560 Diam Melinex Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560SM1.0DP,560 Diam Melinex Silencer 1.0D Podded,,FM - DONKIN,,4,,,0,,, R2 138.00 ,   R                             -    ,
560SM1.5D,560 Diam Melinex Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560SM1.5DP,560 Diam Melinex Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,, R2 486.15 , R14 916.90 ,
560SM2.0D,560 Diam Melinex Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
560SM2.0DP,560 Diam Melinex Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,, R3 435.00 , R13 740.00 ,
560WC,Wall Cowl & Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
600 X 600,Sand Trap Air Louver,,,,0,,,0,,,   R                         -    ,   R                             -    ,
600WC,Wall Cowl & Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
600WL,Weather Louvre,,,,6,,,0,,,   R                         -    ,   R                             -    ,
6038M104,AT18/18 AR 035 PHASE,,FM - NICOTRA,,0,,,0,,, R3 665.00 , R14 660.00 ,
610303,DD 7-7 - 610303 - 62W 6P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
610318,DD 12/9 - 610318 - 1100W 6P 400V - 3Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
610633,DD 7/7 - 610633 - 147W 4P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
630,630mm Fan Guard,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630 IC,Inlet Cone c/w Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630 Screen,Majax-2 Screen,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630.20.D.4,Spare Impeller,,,,0,,,0,,, R2 200.00 , R2 200.00 ,
630/150/10 SI,Spare Impeller (0630mm 'B' 150A10AR 24mm 090Frame Deg 35 DEG - FM3180),,,,0,,,0,,, R1 766.25 , R1 766.25 ,
630/150/5 SI,Spare Impeller,,,,4,,,2,,, R1 382.50 , R5 530.00 ,
630/150/6 SI,Spare Impeller,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630/250/7SI,Spare Impeller,,,,0,,,0,,, R1 837.50 ,   R                             -    ,
630/3/6,UV 630/3/6 c/w 1.5 kW 6 Pole 380V,,,,0,,,0,,, R10 527.25 , R10 527.25 ,
630-1000AVMS,630 to 1000 NDB GREEN Neoprene Floor Mounts,,FM - DONKIN,,0,,,0,,, R57.16 , R32 695.52 ,
630CF,630 Diam Counter Flange,,FM - DONKIN,,0,,,0,,, R221.00 ,   R                             -    ,
630FC,630 Diam Flexible Connection,,FM - DONKIN,,0,,,0,,, R663.63 , R7 963.56 ,
630HD,630mm Horizontal Discharge Unit with flange and mesh,,,,24,,,16,,, R1 203.00 , R1 203.00 ,
630HVJ-2S,630 Diam Vertical Discharge Unit,,FM - DONKIN,,0,,,0,,, R1 437.00 , R4 311.00 ,
630HVJ-2SB,630 Diam Vertical Discharge BASE,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630MB,630 Impeller - Balance and Machine,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630MBP05,1-0350-240 P05 - 630 Motor Bracket,,,,0,,,0,,, R53.47 , R7 485.80 ,
630MF,630 Diam Mounting Feet,,FM - DONKIN,,8,,,0,,, R119.15 ,   R                             -    ,
630MV112P,Minevent 630 c/w 11kw 2P 400V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
630S1.0D,630 Diam Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630S1.0DP,630 Diam Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630S1.5D,630 Diam Silencer 1.5D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630S1.5DP,630 Diam Silencer 1.5D Podded,,FM - DONKIN,,0,,,0,,, R3 010.00 ,   R                             -    ,
630S2.0D,630 Diam Silencer 2.0D,,FM - DONKIN,,0,,,0,,, R3 075.00 ,   R                             -    ,
630S2.0DP,630 Diam Silencer 2.0D Podded,,FM - DONKIN,,2,,,0,,, R3 701.20 ,   R                             -    ,
630SC,Screen,,,,0,,,0,,, R455.00 , R910.00 ,
630SM1.0D,630 Diam Melinex Silencer 1.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630SM1.0DP,630 Diam Melinex Silencer 1.0D Podded,,FM - DONKIN,,0,,,0,,, R2 400.00 ,   R                             -    ,
630SM1.5D,630 Diam Melinex Silencer 1.5D,,FM - DONKIN,,0,,,0,,, R2 175.00 , R4 350.00 ,
630SM1.5DP,630 Diam Melinex Silencer 1.5D Podded,,FM - DONKIN,,1,,,0,,, R2 916.38 , R29 163.80 ,
630SM2.0D,630 Diam Melinex Silencer 2.0D,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
630SM2.0DP,630 Diam Melinex Silencer 2.0D Podded,,FM - DONKIN,,0,,,0,,, R3 693.00 , R14 772.00 ,
630WC,Wall Cowl & Screen,,,,0,,,0,,, R1 110.00 , R1 110.00 ,
6.50503E+11,BEARING 3207 2RS,,,,0,,,0,,,   R                         -    ,   R                             -    ,
6DA005KZZ000000,DDMP 8/9 T M6A1 DA5,,,,0,,,0,,,   R                         -    ,   R                             -    ,
6DB0046ZZ0000000,DDMP 10/8 M6A4 DA8,,,,0,,,0,,,   R                         -    ,   R                             -    ,
6E21001,RDHEO/0180,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M020K,DDM 9/7 6M020K - 300W 4P 400V-3Ph,,FM - NICOTRA,,3,,,0,,,   R                         -    ,   R                             -    ,
6M020M,DDM 9/7 - 6M020M - 550W 4P 230V-1Ph,,FM - NICOTRA,,3,,,0,,,   R                         -    ,   R                             -    ,
6M02149B,DDM 10/10 3F 6P 550W,,,,0,,,0,,, R5 313.20 ,   R                             -    ,
6M0247,DDM 9/7 - 6M0247 - 200W 6P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M0299,DDM 7/7 - 6M0299 - 300W 4P 230V-1Ph,,FM - NICOTRA,,6,,,0,,,   R                         -    ,   R                             -    ,
6M02H0,DDM 10/10 - 6M02H0 - 600W 4P 220V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M02H4,DDM 10/8 - 6M02H4 - 550W 4P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M02H5,DDM 10/8 - 6M02H5 - 600W 4P 380V,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M02P4,DDM 10/10 - 6M02P4 - 550W 4P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M02R7,DDM 10/10 - 6M02R7 - 500W 6P 230V-1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M02R9,DDM 9/9 - 6M02R9 - 550W 4P 220V-1Ph,,FM - NICOTRA,,17,,,0,,, R2 986.83 , R20 907.81 ,
6M0312,DD 10/8 - 6M0312 - 245W 6P 220V - 1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M04A5,DDMP8/7,,,,2,,,0,,,   R                         -    ,   R                             -    ,
6M0607,DD 12/9 - 6M0607 - 590W 6P 400V - 3Ph,,FM - NICOTRA,,9,,,0,,,   R                         -    ,   R                             -    ,
6M061U,DD 10/10 - 6M061U - 550W 6P 220V - 1Ph,,FM - NICOTRA,,4,,,0,,,   R                         -    ,   R                             -    ,
6M0629,DD 9/7 - 6M0629 - 373W 4P 220V - 13Ph,,FM - NICOTRA,,1,,,0,,,   R                         -    ,   R                             -    ,
6M0631,DD 10/8 - 6M0631 - 373W 4P 220V - 1Ph,,FM - NICOTRA,,1,,,0,,,   R                         -    ,   R                             -    ,
6M066N,DD 9/9 - 6M066N - 550W 4P 220V - 1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M0679,DD 10/10 - 6M0679 - 500W - 6P 220V - 1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M0690,DD 9/7 - 6M0690 - 245W 6P 220V - 13Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M0697,DD 9/9 - 6M0697 - 300W 4P 220V - 1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M0698,DD 9/9 - 6M0698 - 248W 6P 220V - 1Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6M06WA,DD9/9 4PIP - 370W,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6mmEW,End Washer - 43mm OD and 6mm ID - Plated,,,,0,,,0,,, R14.00 , R224.00 ,
6N02R9,DDM 9/9 - 6N02R9 - 550W 4P 220V-1Ph,,,,0,,,0,,,   R                         -    ,   R                             -    ,
6N02XF,DDM 10/10 E6G2503 1F 4P 1V,,,,0,,,0,,, R3 763.11 , R37 631.10 ,
6N0320,DD 12/12 - 6N0320 - 1100W 6P 400V 3Ph,,FM - NICOTRA,,0,,,0,,,   R                         -    ,   R                             -    ,
6X4 HOT RUBBER CBK,6X4 HOT RUBBER CBK,,,,0,,,0,,, R92.50 , R925.00 ,
7.523PM,7.5kW 2P 38V Pad Mount Motor,,,,0,,,0,,, R2 722.80 , R13 614.00 ,
7.52FM,7.5KW 2P 400V FOOT,,,,0,,,0,,, R5 648.00 , R5 648.00 ,
7.543FM,7.5kW 4P 400V B3 Alum QL3 Foot Mount,,,,0,,,0,,, R5 973.00 , R35 838.00 ,
7.543PM,7.5kW 4P 380V Pad Mount Motor,,,,0,,,0,,, R5 374.60 , R53 746.00 ,
7.5kW,4Pole 380V IE1 B3 Cast Iron Foot Mount,,,,0,,,0,,, R6 176.00 ,   R                             -    ,
7000034,CDC 100 - 7000034 - CDC 100C,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000037,CDC 125 - 7000037 - CDC 125C,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000043,CDC 150 - 7000043 - CDC 150C,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000048,CDC 160 - 7000048 - CDC160B,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000053,CDC 200/0.8 - 7000053 - CDC200A,,FM - OSTBERG,,7,,,0,,,   R                         -    ,   R                             -    ,
7000057,CDC 200/0.8 - 7000057 - CDC200B,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000059,CDC 250 - 7000059 - CDC250C,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000067,CDC315 - 7000067 - CDC315B,,FM - OSTBERG,,0,,,0,,, R2 024.25 , R4 048.50 ,
7000072,CDC315 - 7000072 - CDC315C,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000073,LT6 - 6Amps,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
7000074,LT10 - 10 Amps,,FM - OSTBERG,,0,,,0,,,   R                         -    ,   R                             -    ,
71 FR 13.8,71 Motor frame - 13.8 mm OD spacer,,,,5,,,24,,, R30.00 , R1 530.00 ,
710 B,Blades,,,,0,,,0,,, R310.00 ,   R                             -    ,
710 LS,Weather Louvre,,,,0,,,0,,,   R                         -    ,   R                             -    ,
710 SI,Spare Impeller,,,,0,,,0,,, R2 681.25 , R5 362.50 ,
710/150/10 SI,Spare Impeller (710mm 'B' 150A10AR 28mm 100Frame 37 DEG - FM3173,,,,0,,,0,,, R1 522.65 , R7 613.25 ,
710CF,710 Diam Counter Flange,,FM - DONKIN,,0,,,0,,, R93.20 , R2 609.60 ,
